Epoch,Train Error,Test Error
832,0.004,0.011
833,0.006,0.011
834,0.008,0.01
835,0.004,0.009
836,0.006,0.007
837,0.003,0.006
838,0.006,0.01
839,0.004,0.008
840,0.004,0.007
841,0.002,0.006
842,0.008,0.005
843,0.006,0.01
844,0.002,0.008
845,0.004,0.008
846,0.007,0.008
847,0.007,0.012
848,0.002,0.009
849,0.004,0.009
850,0.007,0.015
851,0.004,0.012
852,0.003,0.01
853,0.004,0.008
854,0.005,0.011
855,0.006,0.008
856,0.003,0.009
857,0.007,0.005
858,0.006,0.007
859,0.007,0.009
860,0.002,0.009
861,0.005,0.007
862,0.0,0.007
863,0.0,0.007
864,0.0,0.007
865,0.0,0.007
866,0.0,0.007
867,0.0,0.007
868,0.0,0.007
869,0.0,0.007
870,0.0,0.007
871,0.0,0.007
872,0.0,0.007
873,0.0,0.007
874,0.0,0.007
875,0.0,0.007
876,0.0,0.007
877,0.0,0.007
878,0.0,0.007
879,0.0,0.007
880,0.0,0.007
881,0.0,0.007
882,0.0,0.007
883,0.0,0.007
884,0.0,0.007
885,0.0,0.007
886,0.0,0.007
887,0.0,0.007
888,0.0,0.007
889,0.0,0.007
890,0.0,0.007
891,0.0,0.007
892,0.0,0.007
893,0.0,0.007
894,0.0,0.007
895,0.0,0.007
896,0.0,0.007
897,0.0,0.007
898,0.0,0.007
899,0.0,0.007
900,0.0,0.007
901,0.0,0.007
902,0.0,0.007
903,0.0,0.007
904,0.0,0.007
905,0.0,0.007
906,0.0,0.007
907,0.0,0.007
908,0.0,0.007
909,0.0,0.007
910,0.0,0.007
911,0.0,0.007
912,0.0,0.007
